Date,Motor_ID,Bearing_Temp_C,Winding_Temp_C,Vibration_mm_s,Current_A,Voltage_V,Power_Factor,Running_Hours
2026-03-28,MTR-122,70.5,82.3,1.68,52.5,415,0.93,4393
2026-03-29,MTR-122,69.3,78.5,1.76,60.2,415,0.95,4405
2026-03-30,MTR-122,67.1,85.2,0.76,47.3,1000,0.94,4415
2026-03-31,MTR-122,68.1,88.1,1.26,58.4,1000,0.86,4423
2026-04-01,MTR-122,65.9,82.9,1.1,50.2,415,0.88,4438
2026-04-02,MTR-122,70.3,81.1,1.74,49.7,1000,0.98,4452
2026-04-03,MTR-122,66.3,80.0,1.47,50.0,690,0.96,4462
2026-04-04,MTR-122,65.2,79.6,1.0,54.6,415,0.86,4473
2026-04-05,MTR-122,68.3,85.0,1.59,48.5,415,0.94,4486
2026-04-06,MTR-122,68.7,75.9,1.59,50.0,415,0.86,4501
2026-04-07,MTR-122,64.4,86.4,1.73,44.4,690,0.83,4511
2026-04-08,MTR-122,65.2,86.7,1.14,48.1,1000,0.89,4524
2026-04-09,MTR-122,66.6,79.1,1.73,55.4,690,0.98,4540
2026-04-10,MTR-122,69.7,87.6,2.0,57.4,690,0.9,4552
2026-04-11,MTR-122,68.9,83.0,1.97,56.1,1000,0.89,4563
2026-04-12,MTR-122,65.9,82.1,1.72,53.4,415,0.96,4577
2026-04-13,MTR-122,68.2,84.4,1.69,60.3,415,0.87,4580
2026-04-14,MTR-122,69.6,86.1,1.98,57.3,690,0.84,4598
2026-04-15,MTR-122,69.0,84.3,1.86,52.3,1000,0.97,4606
2026-04-16,MTR-122,70.4,91.4,1.48,43.5,1000,0.88,4625
2026-04-17,MTR-122,68.6,85.1,1.4,44.7,1000,0.82,4629
2026-04-18,MTR-122,69.8,80.7,1.75,47.6,415,0.91,4645
2026-04-19,MTR-122,66.0,83.9,1.11,47.8,415,0.98,4661
2026-04-20,MTR-122,68.0,84.3,1.65,47.4,690,0.89,4669
2026-04-21,MTR-122,63.6,77.9,1.94,55.6,1000,0.91,4678
2026-04-22,MTR-122,67.5,81.8,1.12,55.3,415,0.87,4691
2026-04-23,MTR-122,65.6,84.9,2.06,47.7,690,0.89,4706
2026-04-24,MTR-122,67.4,81.7,1.71,47.1,690,0.86,4716
2026-04-25,MTR-122,70.3,82.5,1.74,55.9,1000,0.86,4724
2026-04-26,MTR-122,66.1,80.5,2.17,54.6,1000,0.9,4735
2026-04-27,MTR-122,67.6,77.7,1.45,47.3,415,0.91,4750
2026-04-28,MTR-122,64.0,80.1,1.58,47.2,1000,0.9,4768
2026-04-29,MTR-122,65.9,86.8,1.5,61.3,1000,0.89,4773
2026-04-30,MTR-122,70.0,82.4,2.05,54.4,1000,0.89,4787
2026-05-01,MTR-122,68.2,85.9,2.14,56.6,415,0.83,4795
2026-05-02,MTR-122,67.3,78.2,1.6,53.9,1000,0.92,4816
2026-05-03,MTR-122,65.2,86.6,1.89,45.2,690,0.97,4827
2026-05-04,MTR-122,69.9,79.5,0.98,51.8,690,0.95,4835
2026-05-05,MTR-122,67.6,86.7,1.65,64.8,1000,0.86,4844
2026-05-06,MTR-122,67.5,81.9,1.02,52.5,1000,0.94,4855
2026-05-07,MTR-122,65.7,80.2,1.27,46.8,415,0.97,4873
2026-05-08,MTR-122,65.4,82.7,1.88,47.4,415,0.97,4881
2026-05-09,MTR-122,67.7,83.1,1.43,63.5,1000,0.97,4891
2026-05-10,MTR-122,66.3,83.0,1.66,52.1,1000,0.98,4913
2026-05-11,MTR-122,66.9,84.8,1.32,44.4,415,0.83,4920
2026-05-12,MTR-122,65.4,83.7,1.53,52.0,1000,0.84,4928
2026-05-13,MTR-122,65.7,92.6,1.34,47.0,1000,0.83,4941
2026-05-14,MTR-122,67.1,85.8,2.07,58.3,690,0.97,4956
2026-05-15,MTR-122,72.2,83.2,1.29,58.7,690,0.87,4964
2026-05-16,MTR-122,63.4,84.8,0.9,57.1,1000,0.97,4979
2026-05-17,MTR-122,71.2,87.8,1.21,42.8,1000,0.88,4992
2026-05-18,MTR-122,70.0,84.6,1.75,63.9,415,0.87,5005
2026-05-19,MTR-122,69.2,78.1,1.92,50.7,415,0.94,5011
2026-05-20,MTR-122,67.3,87.0,1.56,52.2,690,0.96,5023
2026-05-21,MTR-122,67.2,82.0,1.56,59.2,1000,0.95,5040
2026-05-22,MTR-122,67.8,84.6,1.75,58.2,1000,0.97,5053
2026-05-23,MTR-122,71.0,79.5,1.92,40.9,415,0.9,5066
2026-05-24,MTR-122,68.4,77.9,2.09,61.0,690,0.95,5081
2026-05-25,MTR-122,67.7,85.3,1.73,53.3,690,0.93,5083
2026-05-26,MTR-122,68.7,77.9,1.45,56.2,415,0.83,5104
2026-05-27,MTR-122,71.4,79.1,1.93,50.4,690,0.98,5117
2026-05-28,MTR-122,71.9,83.0,1.4,54.2,415,0.93,5126
2026-05-29,MTR-122,68.5,90.0,1.56,51.6,1000,0.91,5131
2026-05-30,MTR-122,68.1,83.5,1.61,49.0,1000,0.94,5151
2025-12-02,MTR-123,52.5,64.9,2.32,141.0,415,0.95,3002
2025-12-03,MTR-123,54.6,72.3,2.0,128.6,690,0.86,3014
2025-12-04,MTR-123,53.0,70.0,2.2,137.4,1000,0.9,3023
2025-12-05,MTR-123,53.8,69.5,2.43,136.4,690,0.93,3041
2025-12-06,MTR-123,47.5,64.4,2.77,130.9,1000,0.88,3053
2025-12-07,MTR-123,53.9,72.3,2.88,134.4,1000,0.91,3062
2025-12-08,MTR-123,55.4,70.2,2.34,122.8,690,0.83,3075
2025-12-09,MTR-123,54.8,68.8,2.27,139.2,415,0.91,3089
2025-12-10,MTR-123,53.6,62.4,2.37,137.6,415,0.96,3091
2025-12-11,MTR-123,52.1,67.7,2.09,124.7,1000,0.97,3109
2025-12-12,MTR-123,52.0,63.9,2.49,128.7,1000,0.83,3121
2025-12-13,MTR-123,50.7,69.4,1.9,123.4,1000,0.95,3127
2025-12-14,MTR-123,50.3,70.5,2.46,119.9,690,0.93,3143
2025-12-15,MTR-123,53.5,67.2,2.16,123.1,690,0.83,3157
2025-12-16,MTR-123,51.3,64.7,2.46,133.1,1000,0.91,3173
2025-12-17,MTR-123,52.2,65.0,2.47,131.9,415,0.88,3182
2025-12-18,MTR-123,53.5,65.5,2.59,129.7,415,0.93,3191
2025-12-19,MTR-123,51.9,65.3,2.28,130.3,415,0.98,3202
2025-12-20,MTR-123,52.7,67.4,2.21,129.1,1000,0.84,3217
2025-12-21,MTR-123,54.4,73.9,2.16,136.7,1000,0.94,3223
2025-12-22,MTR-123,54.5,69.2,1.98,130.6,690,0.9,3241
2025-12-23,MTR-123,52.9,70.4,2.79,129.6,690,0.93,3252
2025-12-24,MTR-123,51.1,64.8,2.6,131.6,690,0.93,3266
2025-12-25,MTR-123,53.5,67.4,2.41,126.6,690,0.88,3276
2025-12-26,MTR-123,51.2,64.9,2.51,125.5,1000,0.96,3285
2025-12-27,MTR-123,55.1,65.6,2.41,125.3,1000,0.84,3302
2025-12-28,MTR-123,55.4,69.3,2.23,128.4,415,0.9,3314
2025-12-29,MTR-123,48.2,65.1,2.79,129.3,690,0.85,3325
2025-12-30,MTR-123,50.3,69.9,2.16,130.7,415,0.97,3340
2025-12-31,MTR-123,55.4,65.2,2.42,133.5,690,0.87,3353
2026-01-01,MTR-123,51.0,65.9,2.48,114.5,415,0.97,3365
2026-01-02,MTR-123,52.8,63.6,2.74,130.5,1000,0.91,3367
2026-01-03,MTR-123,52.5,67.2,2.24,123.5,690,0.89,3379
2026-01-04,MTR-123,50.8,66.8,2.01,134.5,415,0.86,3397
2026-01-05,MTR-123,55.3,67.2,1.95,137.4,1000,0.94,3408
2026-01-06,MTR-123,52.2,62.6,2.18,132.8,415,0.87,3421
2026-01-07,MTR-123,49.7,65.9,2.16,141.2,690,0.93,3430
2026-01-08,MTR-123,48.7,69.3,2.53,137.4,1000,0.96,3447
2026-01-09,MTR-123,51.5,63.3,2.4,132.8,690,0.87,3461
2026-01-10,MTR-123,54.7,72.1,2.0,134.8,690,0.9,3463
2026-01-11,MTR-123,52.4,66.8,1.96,132.8,1000,0.98,3485
2026-01-12,MTR-123,50.8,66.3,2.46,131.2,415,0.9,3497
2026-01-13,MTR-123,55.4,67.7,2.71,128.9,415,0.91,3509
2026-01-14,MTR-123,53.5,67.9,2.75,132.3,1000,0.82,3515
2026-01-15,MTR-123,51.8,66.1,2.16,135.5,1000,0.86,3529
2026-01-16,MTR-123,54.8,66.4,1.75,128.7,1000,0.87,3543
2026-01-17,MTR-123,49.3,64.7,2.24,138.3,1000,0.95,3550
2026-01-18,MTR-123,53.8,72.1,2.58,136.0,690,0.91,3562
2026-01-19,MTR-123,53.4,70.2,2.06,127.6,415,0.9,3574
2026-01-20,MTR-123,51.1,70.0,2.33,128.9,1000,0.96,3585
2026-01-21,MTR-123,56.0,71.1,2.35,138.3,1000,0.84,3595
2026-01-22,MTR-123,51.5,62.9,3.03,133.2,415,0.97,3614
2026-01-23,MTR-123,53.8,69.7,2.63,127.8,415,0.96,3624
2026-01-24,MTR-123,53.7,67.0,2.49,129.3,1000,0.97,3635
2026-01-25,MTR-123,51.0,62.4,2.06,135.9,415,0.95,3652
2026-01-26,MTR-123,50.6,67.9,2.04,126.2,690,0.88,3660
2026-01-27,MTR-123,51.0,70.2,1.87,129.7,415,0.82,3674
2026-01-28,MTR-123,53.8,64.6,1.93,119.1,1000,0.95,3680
2026-01-29,MTR-123,48.2,67.5,1.82,126.0,1000,0.93,3699
2026-01-30,MTR-123,51.8,69.5,2.04,128.0,1000,0.88,3703
2026-01-31,MTR-123,55.0,70.1,2.19,118.3,415,0.85,3717
2026-02-01,MTR-123,52.4,70.8,2.84,133.6,690,0.94,3736
2026-02-02,MTR-123,51.2,74.0,2.34,127.0,415,0.93,3746
2026-02-03,MTR-123,50.2,67.1,1.92,128.2,415,0.83,3759
2026-02-04,MTR-123,56.1,63.5,2.99,134.3,690,0.93,3763
2026-02-05,MTR-123,49.4,67.6,2.3,129.1,415,0.86,3776
2026-02-06,MTR-123,52.2,67.7,3.12,119.2,415,0.98,3796
2026-02-07,MTR-123,51.1,66.3,2.29,141.8,415,0.86,3804
2026-02-08,MTR-123,54.9,68.3,2.74,140.1,415,0.89,3811
2026-02-09,MTR-123,56.4,65.2,2.07,126.1,415,0.89,3833
2026-02-10,MTR-123,52.8,66.2,1.87,129.2,1000,0.83,3836
2026-02-11,MTR-123,51.6,62.1,2.18,134.1,1000,0.85,3850
2026-02-12,MTR-123,51.2,63.5,2.11,133.4,415,0.97,3864
2026-02-13,MTR-123,51.0,68.2,2.57,128.2,415,0.86,3872
2026-02-14,MTR-123,51.6,71.4,1.93,127.3,415,0.97,3884
2026-02-15,MTR-123,53.0,65.7,2.36,127.8,415,0.95,3900
2026-02-16,MTR-123,54.3,67.5,2.44,131.3,690,0.94,3914
2026-02-17,MTR-123,53.6,66.9,2.2,126.5,415,0.97,3926
2026-02-18,MTR-123,52.0,62.9,1.93,135.7,690,0.93,3936
2026-02-19,MTR-123,49.2,74.2,2.39,135.3,690,0.9,3948
2026-02-20,MTR-123,52.1,60.7,1.91,130.7,690,0.86,3955
2026-02-21,MTR-123,54.1,71.0,2.42,130.5,690,0.84,3972
2026-02-22,MTR-123,51.0,69.4,2.1,129.2,415,0.94,3982
2026-02-23,MTR-123,56.0,68.1,1.69,134.8,690,0.9,3994
2026-02-24,MTR-123,48.7,70.8,2.34,123.9,415,0.97,4003
2026-02-25,MTR-123,50.8,65.6,2.2,133.3,690,0.93,4018
2026-02-26,MTR-123,56.5,64.7,2.74,131.5,690,0.82,4028
2026-02-27,MTR-123,52.6,67.1,2.14,124.7,415,0.92,4039
2026-02-28,MTR-123,50.8,65.7,2.69,133.2,1000,0.91,4053
2026-03-01,MTR-123,54.4,69.2,1.75,129.7,415,0.84,4065
2026-03-02,MTR-123,54.2,66.8,2.12,128.8,1000,0.92,4077
2026-03-03,MTR-123,50.5,65.7,2.13,129.7,690,0.95,4089
2026-03-04,MTR-123,51.5,70.3,2.34,132.3,690,0.88,4100
2026-03-05,MTR-123,54.2,67.8,2.51,138.5,690,0.88,4115
2026-03-06,MTR-123,54.5,70.2,2.26,129.5,415,0.9,4133
2026-03-07,MTR-123,48.8,69.1,2.1,128.6,690,0.93,4140
2026-03-08,MTR-123,52.7,69.2,2.5,125.9,1000,0.91,4152
2026-03-09,MTR-123,53.2,68.6,3.12,124.7,690,0.89,4166
2026-03-10,MTR-123,53.7,65.7,2.85,119.6,690,0.86,4174
2026-03-11,MTR-123,51.9,72.5,1.9,125.0,415,0.94,4186
2026-03-12,MTR-123,51.6,68.9,2.28,128.1,1000,0.94,4198
2026-03-13,MTR-123,51.9,62.6,1.7,131.7,1000,0.92,4215
2026-03-14,MTR-123,52.5,65.3,2.55,138.9,415,0.95,4220
2026-03-15,MTR-123,52.7,65.9,2.46,129.5,415,0.9,4238
2026-03-16,MTR-123,52.7,66.3,2.1,131.0,690,0.85,4247
2026-03-17,MTR-123,53.4,71.6,2.02,138.5,690,0.88,4258
2026-03-18,MTR-123,52.6,69.7,2.35,131.6,690,0.89,4268
2026-03-19,MTR-123,56.1,67.6,2.19,132.7,1000,0.83,4288
2026-03-20,MTR-123,52.3,71.2,2.47,124.0,690,0.97,4292
2026-03-21,MTR-123,53.2,68.8,2.42,124.8,415,0.94,4305
2026-03-22,MTR-123,52.5,70.3,2.18,124.8,690,0.94,4324
2026-03-23,MTR-123,52.6,70.0,2.58,136.4,1000,0.95,4331
2026-03-24,MTR-123,51.1,65.0,2.49,133.0,415,0.91,4346
2026-03-25,MTR-123,52.1,67.3,2.61,130.4,690,0.83,4356
2026-03-26,MTR-123,53.0,66.0,2.49,135.4,690,0.84,4370
2026-03-27,MTR-123,52.7,72.4,1.98,129.8,1000,0.93,4381
2026-03-28,MTR-123,53.0,62.5,2.77,126.2,690,0.85,4395
2026-03-29,MTR-123,57.3,62.7,2.53,129.2,1000,0.89,4406
2026-03-30,MTR-123,53.5,67.9,2.03,125.6,415,0.96,4411
2026-03-31,MTR-123,53.5,71.6,1.96,137.1,415,0.82,4428
2026-04-01,MTR-123,55.9,71.3,2.14,127.0,1000,0.96,4444
2026-04-02,MTR-123,51.1,67.0,1.75,135.2,690,0.87,4456
2026-04-03,MTR-123,50.6,66.4,2.6,133.1,690,0.97,4469
2026-04-04,MTR-123,52.8,65.3,2.19,134.0,1000,0.84,4471
2026-04-05,MTR-123,52.3,67.6,2.43,133.6,1000,0.96,4490
2026-04-06,MTR-123,53.9,63.4,2.35,132.2,690,0.92,4504
2026-04-07,MTR-123,52.5,69.2,2.4,133.3,1000,0.95,4510
2026-04-08,MTR-123,50.5,62.9,2.37,124.4,415,0.98,4528
2026-04-09,MTR-123,54.6,68.9,2.9,140.3,415,0.9,4539
2026-04-10,MTR-123,53.0,66.0,2.39,123.3,690,0.86,4543
2026-04-11,MTR-123,49.8,68.8,2.78,128.6,690,0.86,4563
2026-04-12,MTR-123,54.3,65.3,2.26,124.6,690,0.83,4569
2026-04-13,MTR-123,55.6,67.7,2.72,134.9,1000,0.96,4580
2026-04-14,MTR-123,50.1,69.0,2.38,137.3,690,0.98,4598
2026-04-15,MTR-123,51.8,61.4,2.44,144.5,415,0.86,4606
2026-04-16,MTR-123,52.7,68.8,2.3,133.6,415,0.86,4617
2026-04-17,MTR-123,52.9,71.6,2.19,135.6,415,0.96,4631
2026-04-18,MTR-123,55.6,65.5,2.5,132.6,415,0.91,4642
2026-04-19,MTR-123,53.7,68.6,2.5,126.7,1000,0.97,4651
2026-04-20,MTR-123,52.4,63.7,2.29,133.2,690,0.88,4673
2026-04-21,MTR-123,54.2,72.4,2.5,131.9,415,0.86,4678
2026-04-22,MTR-123,48.7,69.5,2.33,130.9,1000,0.93,4697
2026-04-23,MTR-123,49.4,70.3,1.97,126.9,690,0.92,4707
2026-04-24,MTR-123,50.8,70.2,2.17,135.4,1000,0.96,4713
2026-04-25,MTR-123,52.5,62.6,2.47,127.3,690,0.84,4733
2026-04-26,MTR-123,53.8,62.8,2.24,127.7,415,0.9,4737
2026-04-27,MTR-123,49.9,62.7,1.87,130.6,690,0.9,4753
2026-04-28,MTR-123,51.5,67.5,2.11,124.1,1000,0.83,4765
2026-04-29,MTR-123,52.2,68.0,1.9,131.7,1000,0.94,4775
2026-04-30,MTR-123,50.9,65.6,2.07,128.5,415,0.86,4785
2026-05-01,MTR-123,50.9,65.6,2.04,130.6,690,0.92,4800
2026-05-02,MTR-123,51.3,60.1,2.58,132.4,690,0.94,4812
2026-05-03,MTR-123,51.9,71.1,2.6,131.4,690,0.84,4819
2026-05-04,MTR-123,54.0,65.1,2.48,125.9,415,0.94,4837
2026-05-05,MTR-123,53.0,66.8,1.89,125.5,415,0.91,4850
2026-05-06,MTR-123,51.1,66.2,2.45,135.8,415,0.89,4858
2026-05-07,MTR-123,57.4,68.9,2.33,118.9,690,0.83,4874
2026-05-08,MTR-123,52.5,67.7,2.26,133.3,415,0.95,4889
2026-05-09,MTR-123,51.0,61.9,2.42,130.6,690,0.86,4899
2026-05-10,MTR-123,47.7,67.7,1.81,133.1,415,0.92,4908
2026-05-11,MTR-123,53.8,64.3,2.64,133.1,690,0.96,4923
2026-05-12,MTR-123,52.0,68.1,2.35,130.5,690,0.83,4928
2026-05-13,MTR-123,52.0,66.5,2.13,134.8,690,0.97,4948
2026-05-14,MTR-123,55.0,70.4,2.71,127.6,415,0.94,4953
2026-05-15,MTR-123,51.4,74.1,2.39,129.1,415,0.84,4963
2026-05-16,MTR-123,56.6,69.1,1.79,127.4,415,0.98,4980
2026-05-17,MTR-123,53.9,63.4,2.2,129.8,690,0.94,4991
2026-05-18,MTR-123,50.0,64.3,3.37,129.5,415,0.95,5006
2026-05-19,MTR-123,51.6,67.7,2.71,138.7,690,0.84,5015
2026-05-20,MTR-123,53.0,65.5,2.71,142.9,690,0.92,5033
2026-05-21,MTR-123,51.5,68.7,2.03,125.8,415,0.96,5037
2026-05-22,MTR-123,51.0,68.6,2.87,129.2,690,0.88,5055
2026-05-23,MTR-123,50.0,66.9,2.34,130.9,690,0.85,5061
2026-05-24,MTR-123,50.0,65.5,2.13,134.2,1000,0.88,5077
2026-05-25,MTR-123,52.3,66.5,2.29,122.2,1000,0.85,5087
2026-05-26,MTR-123,51.3,69.0,2.59,135.7,1000,0.95,5099
2026-05-27,MTR-123,52.6,73.7,2.86,132.6,415,0.85,5112
2026-05-28,MTR-123,54.4,67.6,2.03,131.6,690,0.98,5126
2026-05-29,MTR-123,52.5,68.6,1.77,122.5,415,0.91,5141
2026-05-30,MTR-123,51.5,68.2,2.23,132.6,690,0.87,5151
2025-12-02,MTR-124,52.0,62.2,1.88,129.1,415,0.98,3004
2025-12-03,MTR-124,53.8,67.0,1.77,129.7,1000,0.94,3008
2025-12-04,MTR-124,49.5,66.3,1.85,126.7,690,0.86,3022
2025-12-05,MTR-124,54.2,62.5,2.1,136.2,1000,0.87,3041
2025-12-06,MTR-124,51.4,66.2,2.15,134.8,1000,0.88,3043
2025-12-07,MTR-124,49.4,63.1,1.62,139.3,1000,0.95,3055
2025-12-08,MTR-124,51.7,62.7,1.7,132.7,1000,0.9,3077
2025-12-09,MTR-124,48.0,61.8,1.85,131.1,1000,0.86,3082
2025-12-10,MTR-124,49.6,66.9,1.91,123.4,415,0.83,3095
2025-12-11,MTR-124,52.8,67.3,1.56,132.7,1000,0.93,3110
2025-12-12,MTR-124,49.4,69.6,1.92,136.6,1000,0.94,3124
2025-12-13,MTR-124,50.6,67.9,1.03,128.1,690,0.95,3134
2025-12-14,MTR-124,51.6,67.4,1.45,125.2,415,0.95,3149
2025-12-15,MTR-124,52.4,63.7,1.58,140.1,415,0.96,3156
2025-12-16,MTR-124,52.3,65.9,1.39,131.6,1000,0.95,3173
2025-12-17,MTR-124,51.0,62.7,1.85,133.9,415,0.88,3183
2025-12-18,MTR-124,49.7,62.7,1.53,125.8,415,0.84,3195
2025-12-19,MTR-124,50.6,63.5,1.76,130.6,690,0.84,3207
2025-12-20,MTR-124,49.3,67.2,1.57,134.0,1000,0.95,3212
2025-12-21,MTR-124,50.0,65.5,1.17,137.5,415,0.89,3232
2025-12-22,MTR-124,53.9,69.2,1.49,128.4,690,0.93,3243
2025-12-23,MTR-124,52.6,66.2,1.99,125.2,1000,0.84,3251
2025-12-24,MTR-124,49.5,64.3,1.24,134.1,1000,0.84,3265
2025-12-25,MTR-124,50.1,61.2,1.27,123.8,415,0.98,3280
2025-12-26,MTR-124,54.3,69.5,1.76,133.4,1000,0.94,3292
2025-12-27,MTR-124,54.1,68.2,1.69,122.7,1000,0.96,3296
2025-12-28,MTR-124,50.1,67.0,1.59,128.8,1000,0.82,3312
2025-12-29,MTR-124,52.8,72.9,1.85,133.0,690,0.92,3325
2025-12-30,MTR-124,52.7,68.1,1.45,138.1,690,0.95,3333
2025-12-31,MTR-124,48.1,65.8,2.02,135.3,415,0.84,3349
2026-01-01,MTR-124,49.0,65.5,1.7,137.0,690,0.83,3364
2026-01-02,MTR-124,49.4,67.0,1.86,134.7,1000,0.89,3376
2026-01-03,MTR-124,51.3,64.9,1.86,124.6,690,0.83,3379
2026-01-04,MTR-124,51.8,68.1,1.93,134.3,415,0.97,3397
2026-01-05,MTR-124,49.5,68.1,1.85,134.8,1000,0.87,3403
2026-01-06,MTR-124,51.7,66.0,1.06,133.1,690,0.86,3421
2026-01-07,MTR-124,50.6,63.3,1.66,142.9,415,0.9,3436
2026-01-08,MTR-124,52.1,61.4,1.66,128.1,1000,0.83,3447
2026-01-09,MTR-124,51.7,69.0,1.57,135.8,1000,0.84,3451
2026-01-10,MTR-124,49.7,69.5,1.83,134.3,1000,0.84,3464
2026-01-11,MTR-124,51.5,69.7,1.62,132.3,415,0.9,3484
2026-01-12,MTR-124,52.1,67.5,2.11,128.6,1000,0.92,3492
2026-01-13,MTR-124,50.2,62.2,1.87,130.2,415,0.83,3500
2026-01-14,MTR-124,51.9,72.2,1.62,136.9,690,0.83,3511
2026-01-15,MTR-124,49.3,62.1,1.03,129.9,690,0.82,3525
2026-01-16,MTR-124,46.5,64.8,1.7,126.2,1000,0.85,3535
2026-01-17,MTR-124,49.3,65.4,1.92,131.5,415,0.96,3556
2026-01-18,MTR-124,51.4,66.5,1.56,134.7,690,0.89,3566
2026-01-19,MTR-124,50.4,66.0,1.71,130.6,415,0.95,3578
2026-01-20,MTR-124,51.2,64.9,2.19,136.4,415,0.86,3586
2026-01-21,MTR-124,50.3,63.3,1.3,135.6,1000,0.87,3600
2026-01-22,MTR-124,52.4,66.8,1.91,136.3,690,0.84,3612
2026-01-23,MTR-124,49.1,61.9,1.59,131.2,415,0.92,3622
2026-01-24,MTR-124,51.2,70.5,1.59,125.7,415,0.94,3634
2026-01-25,MTR-124,51.1,67.6,1.43,135.5,1000,0.83,3652
2026-01-26,MTR-124,46.7,67.5,1.7,137.1,690,0.9,3655
2026-01-27,MTR-124,49.5,60.6,2.07,136.5,415,0.94,3676
2026-01-28,MTR-124,53.4,67.8,1.68,136.2,415,0.91,3680
2026-01-29,MTR-124,55.9,69.2,1.77,131.7,690,0.91,3692
2026-01-30,MTR-124,47.2,67.0,0.83,120.3,1000,0.96,3712
2026-01-31,MTR-124,51.4,67.8,1.23,137.0,1000,0.92,3719
2026-02-01,MTR-124,50.6,60.9,1.85,125.3,1000,0.87,3732
2026-02-02,MTR-124,50.8,65.8,1.64,126.7,1000,0.89,3747
2026-02-03,MTR-124,52.6,68.9,1.25,140.6,415,0.86,3756
2026-02-04,MTR-124,49.3,63.7,1.72,132.7,690,0.96,3771
2026-02-05,MTR-124,51.7,62.3,1.58,142.9,690,0.83,3778
2026-02-06,MTR-124,52.2,69.5,1.78,135.7,690,0.88,3797
2026-02-07,MTR-124,52.0,64.5,1.44,131.1,690,0.85,3802
2026-02-08,MTR-124,47.9,65.2,2.25,134.8,1000,0.92,3814
2026-02-09,MTR-124,54.2,66.8,1.82,136.4,690,0.96,3829
2026-02-10,MTR-124,52.2,64.1,1.67,131.0,690,0.82,3835
2026-02-11,MTR-124,48.0,65.7,1.51,129.4,690,0.92,3856
2026-02-12,MTR-124,51.4,68.1,1.61,131.2,415,0.82,3865
2026-02-13,MTR-124,52.9,70.1,1.73,132.7,690,0.9,3873
2026-02-14,MTR-124,50.1,64.1,1.48,125.6,415,0.98,3888
2026-02-15,MTR-124,46.6,67.2,1.66,135.2,690,0.94,3898
2026-02-16,MTR-124,52.8,63.1,1.76,129.6,415,0.86,3913
2026-02-17,MTR-124,53.3,62.2,1.61,126.8,690,0.89,3925
2026-02-18,MTR-124,51.1,66.0,1.72,131.6,690,0.85,3937
2026-02-19,MTR-124,48.2,63.0,1.84,130.0,415,0.94,3943
2026-02-20,MTR-124,54.7,70.6,1.91,137.3,415,0.84,3965
2026-02-21,MTR-124,50.8,67.0,1.36,136.5,415,0.88,3968
2026-02-22,MTR-124,51.9,62.6,1.04,136.8,415,0.84,3984
2026-02-23,MTR-124,51.3,63.4,1.45,128.5,1000,0.9,3996
2026-02-24,MTR-124,51.6,66.8,1.48,132.9,690,0.96,4009
2026-02-25,MTR-124,52.8,63.5,2.01,118.0,690,0.82,4015
2026-02-26,MTR-124,53.8,66.8,1.38,130.9,1000,0.97,4034
2026-02-27,MTR-124,47.9,66.6,1.45,125.2,690,0.92,4045
2026-02-28,MTR-124,54.4,70.4,1.41,127.6,1000,0.92,4060
2026-03-01,MTR-124,53.5,59.7,1.71,135.6,690,0.85,4073
2026-03-02,MTR-124,51.6,67.6,1.77,127.7,415,0.97,4079
2026-03-03,MTR-124,50.5,65.1,1.34,131.1,415,0.9,4090
2026-03-04,MTR-124,47.9,62.8,2.35,134.5,690,0.92,4100
2026-03-05,MTR-124,51.1,59.4,1.88,140.4,1000,0.85,4111
2026-03-06,MTR-124,52.0,68.1,1.46,127.8,690,0.88,4131
2026-03-07,MTR-124,50.0,69.3,1.6,131.3,1000,0.85,4141
2026-03-08,MTR-124,51.1,70.7,1.42,122.8,415,0.93,4150
2026-03-09,MTR-124,49.6,69.7,2.12,126.4,415,0.87,4167
2026-03-10,MTR-124,51.1,66.7,1.62,129.3,415,0.93,4175
2026-03-11,MTR-124,50.3,68.3,1.55,134.4,690,0.82,4188
2026-03-12,MTR-124,51.4,68.6,1.59,126.9,1000,0.88,4195
2026-03-13,MTR-124,48.2,66.8,1.41,130.6,690,0.95,4216
2026-03-14,MTR-124,46.3,64.6,1.26,134.1,690,0.91,4226
2026-03-15,MTR-124,51.9,68.7,1.57,129.2,690,0.9,4236
2026-03-16,MTR-124,49.7,64.8,1.72,141.3,1000,0.84,4248
2026-03-17,MTR-124,52.1,63.9,1.94,135.4,415,0.88,4258
2026-03-18,MTR-124,48.4,70.9,1.43,132.8,690,0.96,4269
2026-03-19,MTR-124,50.5,66.1,1.24,130.4,690,0.88,4279
2026-03-20,MTR-124,49.1,65.3,1.47,132.7,415,0.94,4294
2026-03-21,MTR-124,46.0,70.0,1.48,132.5,415,0.9,4307
2026-03-22,MTR-124,53.8,62.4,1.44,130.8,415,0.85,4320
2026-03-23,MTR-124,47.5,69.0,2.06,141.8,690,0.85,4330
2026-03-24,MTR-124,54.0,65.6,1.46,122.2,690,0.96,4339
2026-03-25,MTR-124,51.6,66.8,1.56,139.6,690,0.9,4358
2026-03-26,MTR-124,53.6,65.9,2.24,134.8,415,0.82,4363
2026-03-27,MTR-124,51.8,63.9,1.76,134.8,1000,0.93,4377
2026-03-28,MTR-124,53.4,68.0,1.65,138.1,415,0.88,4392
2026-03-29,MTR-124,54.9,70.0,1.37,122.1,1000,0.87,4405
2026-03-30,MTR-124,50.4,67.3,1.98,121.4,1000,0.83,4417
